"case","iter","model","mse","intercept","b_X1","b_X2","b_X2sq","b_X1X2"
"double_snorm",43,"ideal",0.0111519537747744,0.507353789245312,1.00211817998974,NA,0.601676848256625,NA
"double_snorm",43,"mixed",0.690213130317395,0.967218173138679,0.774288131759739,0.215186075102091,NA,0.405908207666527
"double_snorm",44,"simple",0.51614144961107,1.11803024051364,0.98100521221341,0.0190243454836734,NA,NA
"double_snorm",44,"ideal",0.0111598701033014,0.50961871337564,1.00088226567511,NA,0.599136867051181,NA
"double_snorm",44,"mixed",0.507784008207621,1.10559256761887,0.993188207245497,0.0165135445389756,NA,0.0816209616147216
"double_snorm",45,"simple",0.916624020255359,1.17525079303591,1.14972394077627,-0.0203240562682788,NA,NA
"double_snorm",45,"ideal",0.0111510259506334,0.506479648007137,0.999690360329841,NA,0.602061736165598,NA
"double_snorm",45,"mixed",0.892197591275957,1.18048175971111,1.11317358597024,0.0155534659230666,NA,-0.157711505292591
"double_snorm",46,"simple",1.0119084752623,1.19865405432598,0.85414459140285,-0.0774811324905384,NA,NA
"double_snorm",46,"ideal",0.0109469556656339,0.506383674913627,1.01427206706934,NA,0.601257806830626,NA
"double_snorm",46,"mixed",0.989369258781233,1.18254609252897,0.877543861412635,-0.102923532250797,NA,-0.153530304107221
"double_snorm",47,"simple",0.689195533799179,1.12042985509978,1.06331267389702,-0.0197424067827451,NA,NA
"double_snorm",47,"ideal",0.0111597719187698,0.50828904537519,1.0011961120265,NA,0.600547794571121,NA
"double_snorm",47,"mixed",0.679829757946224,1.12034414634829,1.04533692226433,-0.0234950155880429,NA,0.114682677323254
"double_snorm",48,"simple",0.504851091938209,1.1594305788097,0.955461125570866,0.087399055620597,NA,NA
"double_snorm",48,"ideal",0.0108777174921822,0.519566557491637,1.01061441760683,NA,0.589176425488117,NA
"double_snorm",48,"mixed",0.498209802069983,1.16024976611519,0.94983934634999,0.0886766048914027,NA,-0.0922506303808135
"double_snorm",49,"simple",0.763039864825131,1.13271894597506,0.950860495929943,0.00596305226192084,NA,NA
"double_snorm",49,"ideal",0.0110282770432921,0.500350883189795,1.00196758305472,NA,0.608044667129695,NA
"double_snorm",49,"mixed",0.759142503897674,1.13829704895783,0.940403394760314,0.00575539434925635,NA,-0.0648876955686986
"double_snorm",50,"simple",0.824674918563789,1.09162736575682,1.06563031316468,-0.0981647109096197,NA,NA
"double_snorm",50,"ideal",0.0110960771602348,0.511915819255202,0.994225961154641,NA,0.596599355069842,NA
"double_snorm",50,"mixed",0.824391883911129,1.0928238963668,1.06552517391726,-0.0966165918696645,NA,-0.0169981403257725
"double_snorm",51,"simple",1.113125026828,1.22392844474717,0.884707408680915,0.205242466137732,NA,NA
"double_snorm",51,"ideal",0.0109045170435762,0.515952975307107,0.987075114192193,NA,0.593593095298698,NA
"double_snorm",51,"mixed",1.06586236579399,1.24429594086938,0.930054048802682,0.255818750828612,NA,0.235718047825404
"double_snorm",52,"simple",0.369890766643954,1.00824044103285,0.962634531802342,-0.018824620132377,NA,NA
"double_snorm",52,"ideal",0.0108814459499238,0.498067801967819,0.987435564457221,NA,0.610185849498439,NA
"double_snorm",52,"mixed",0.369887936662387,1.00830845469269,0.962478654944392,-0.0191694344730475,NA,-0.00167156455562856
"double_snorm",53,"simple",0.530568980852867,1.05560011003859,0.986254343246702,-0.0506840361987929,NA,NA
"double_snorm",53,"ideal",0.0110689404452949,0.51028888002907,1.00924656433767,NA,0.599209849090812,NA
"double_snorm",53,"mixed",0.527145832685595,1.05373408045892,0.987997436935964,-0.0428249666502521,NA,0.0581071854298829
"double_snorm",54,"simple",0.885913909948171,1.12600911383277,1.01650716656578,-0.165104543665129,NA,NA
"double_snorm",54,"ideal",0.0111540918362369,0.510157729533931,1.00211970305697,NA,0.598861895754499,NA
"double_snorm",54,"mixed",0.883932827408198,1.13033115697082,1.01132103672625,-0.163758611231855,NA,0.0424911113393349
"double_snorm",55,"simple",0.649599757087941,1.08977484949049,0.971940630067017,-0.071215129952704,NA,NA
"double_snorm",55,"ideal",0.0102269282258364,0.516546965901426,0.972634892794712,NA,0.593132302373819,NA
"double_snorm",55,"mixed",0.609413058995489,1.07692723863212,1.01772620057453,-0.0577771948865398,NA,-0.189926943171295
"double_snorm",56,"simple",0.429817353756472,0.993471747861529,0.993335611511985,0.097684818552479,NA,NA
"double_snorm",56,"ideal",0.0104934840689067,0.493140373042136,0.982869806220397,NA,0.617909766239818,NA
"double_snorm",56,"mixed",0.425846897415889,0.99391664745629,0.98923451263888,0.0950164005615046,NA,-0.0710161912163966
"double_snorm",57,"simple",0.98617352427061,1.13162478417069,0.907721691888589,-0.00601239350585543,NA,NA
"double_snorm",57,"ideal",0.0110553057767619,0.508826615817061,1.01009759222857,NA,0.599347132867414,NA
"double_snorm",57,"mixed",0.971897086652952,1.12112114433068,0.895888097910594,0.00786037425311804,NA,0.122652825176947
"double_snorm",58,"simple",0.657352439674378,1.12685965290593,0.977262623319241,0.0538380095699232,NA,NA
"double_snorm",58,"ideal",0.0106803430115793,0.518402603330288,1.01838379225854,NA,0.591219310848829,NA
"double_snorm",58,"mixed",0.604613985052238,1.09250264495548,0.931587008985545,0.0808344635187019,NA,0.231538317400138
"double_snorm",59,"simple",0.791100332805002,1.17179935351711,0.931740768077781,0.142941670833786,NA,NA
"double_snorm",59,"ideal",0.0109236974665436,0.499394081383918,1.01081463868457,NA,0.608065190830848,NA
"double_snorm",59,"mixed",0.775702431479768,1.17864264343239,0.960047368365845,0.133475577203899,NA,-0.113667159931334
"double_snorm",60,"simple",1.10834284805539,1.18396761163108,0.982024827523734,0.236680388500911,NA,NA
"double_snorm",60,"ideal",0.010625295807035,0.51751831547318,0.981150317758435,NA,0.591508807301766,NA
"double_snorm",60,"mixed",1.09846342964551,1.17993546306943,0.995006623083795,0.23002053596549,NA,-0.1030046668184
"double_snorm",61,"simple",0.567714215711726,1.02568433856011,0.992151368617735,-0.0781021590166959,NA,NA
"double_snorm",61,"ideal",0.0105841907607334,0.497788017257118,1.02101824660092,NA,0.611408220200888,NA
"double_snorm",61,"mixed",0.561598053910398,1.02732483479622,0.998783068535443,-0.0786552854493809,NA,0.087991637057961
"double_snorm",62,"simple",0.815461785529784,1.15955287286944,0.998243568988549,-0.0937138775507753,NA,NA
"double_snorm",62,"ideal",0.0109389714470448,0.515805952848688,1.01254635467636,NA,0.594951084238737,NA
"double_snorm",62,"mixed",0.77327357950091,1.1313151953854,1.02746267202699,-0.117035114754595,NA,-0.219772839801803
"double_snorm",63,"simple",0.766884963743335,1.13683563020744,0.985532264132183,0.0765676208393108,NA,NA
"double_snorm",63,"ideal",0.0111012284161462,0.513217262751266,1.00401728279146,NA,0.59548037739366,NA
"double_snorm",63,"mixed",0.760790159926582,1.13261359225987,1.00662877185213,0.0722455821186107,NA,0.0840073827135031
"double_snorm",64,"simple",0.50056401953751,1.0556286104505,1.03806783547252,0.0548782802473274,NA,NA
"double_snorm",64,"ideal",0.0108650944162089,0.521199939763974,1.00453561531789,NA,0.586023537352178,NA
"double_snorm",64,"mixed",0.499293284550775,1.0519844125889,1.03531661230479,0.0618461331080325,NA,-0.038157776320312
"double_snorm",65,"simple",0.768390073305393,1.11498245992965,1.21577490797388,0.145412594838453,NA,NA
"double_snorm",65,"ideal",0.0111394702611946,0.506959087362288,0.995333580815149,NA,0.601859275864628,NA
"double_snorm",65,"mixed",0.748201268783329,1.10944555615237,1.23345395736524,0.0870023190151419,NA,0.157579204741756
"double_snorm",66,"simple",0.443036985776999,0.988380358928812,1.03481107098972,-0.0976028858989815,NA,NA
"double_snorm",66,"ideal",0.0109810954896447,0.516075761810751,0.993623546769954,NA,0.589869303392358,NA
"double_snorm",66,"mixed",0.429943331337333,0.983982986629537,1.0345022641153,-0.101279585197026,NA,-0.119032178135486
"double_snorm",67,"simple",0.845270339753169,1.17227083898412,0.995569252589584,-0.0175097620087389,NA,NA
"double_snorm",67,"ideal",0.0108118218858775,0.52219339894131,1.00181741947674,NA,0.588026241475995,NA
"double_snorm",67,"mixed",0.837349738697665,1.17771810298607,0.98963627042932,-0.0268156511234685,NA,-0.0928893552264163
"double_snorm",68,"simple",0.752767966725226,1.15150264389177,0.993147085786786,-0.27540138132351,NA,NA
"double_snorm",68,"ideal",0.0110433558119001,0.502078124748799,1.00631981370402,NA,0.605728867882969,NA
"double_snorm",68,"mixed",0.750353109507162,1.14763712159619,0.979858191516579,-0.275084584428129,NA,-0.040376767858281
"double_snorm",69,"simple",0.295953646115217,0.956809336578293,1.08865920344235,0.00668645542343254,NA,NA
"double_snorm",69,"ideal",0.0110738679303077,0.501498588335645,0.993492288592209,NA,0.608848029788641,NA
"double_snorm",69,"mixed",0.295231773218726,0.95698587762282,1.08409955365246,0.00367202271152581,NA,0.0293435330855101
"double_snorm",70,"simple",0.708500774242463,1.1061296680594,1.18386597914246,-0.0454257612422883,NA,NA
"double_snorm",70,"ideal",0.0108910218202748,0.507539046628644,1.01708646754256,NA,0.601284325316249,NA
"double_snorm",70,"mixed",0.705324666566244,1.10783739921085,1.17740906029838,-0.0309252340979583,NA,-0.0596026922835599
"double_snorm",71,"simple",0.826991448282618,1.23020235629676,1.09808897222442,0.064173543979913,NA,NA
"double_snorm",71,"ideal",0.0111546794951916,0.510680938869916,0.999421271566089,NA,0.59836479025296,NA
"double_snorm",71,"mixed",0.826963635733714,1.22970051508036,1.09811610908522,0.0636114710861819,NA,0.0041071576045488
"double_snorm",72,"simple",0.666947682910683,1.17512501373156,0.943597991931633,0.171383385112511,NA,NA
"double_snorm",72,"ideal",0.0109674611427855,0.500958259109722,0.990816867954582,NA,0.607157279712298,NA
"double_snorm",72,"mixed",0.656266520263258,1.16255908825029,0.927616069509064,0.159254466539912,NA,-0.106487155813223
"double_snorm",73,"simple",0.792801000116126,1.0512380714436,1.01689154791624,-0.118902034555952,NA,NA
"double_snorm",73,"ideal",0.011122584432158,0.505627727266779,0.995902495964176,NA,0.603161060195858,NA
"double_snorm",73,"mixed",0.770868367482161,1.05496471541671,1.02201904853794,-0.123899237946789,NA,-0.144733647850455
"double_snorm",74,"simple",0.712555981317933,0.999139538875405,0.997028713449475,0.30344954373105,NA,NA
"double_snorm",74,"ideal",0.0108554223447888,0.508125169191174,1.01610015230454,NA,0.601115781754172,NA
"double_snorm",74,"mixed",0.574400292452039,0.941992144962851,0.944510880170961,0.311886103766521,NA,0.363489460338971
"double_snorm",75,"simple",0.698421721920145,1.16853119919026,1.1136664400887,0.135130754576507,NA,NA
"double_snorm",75,"ideal",0.0110842796045494,0.509638348632129,0.991151017565792,NA,0.598444530812091,NA
"double_snorm",75,"mixed",0.697486526764125,1.1711278389817,1.11643338242863,0.133553808337678,NA,0.0309227051030641
"double_snorm",76,"simple",0.650866330950496,1.05382610658353,0.937372509312512,0.0183585441203547,NA,NA
"double_snorm",76,"ideal",0.0110553984357208,0.507390111067545,0.988356705159596,NA,0.600784132735759,NA
"double_snorm",76,"mixed",0.65051216295446,1.05341997315178,0.933524113279638,0.0215548972184124,NA,0.0247256763056954
"double_snorm",77,"simple",0.467108320632191,1.06560093835432,0.996679503682711,-0.159576036823209,NA,NA
"double_snorm",77,"ideal",0.0101967531249703,0.533215255459097,1.00309536159468,NA,0.574423436522677,NA
"double_snorm",77,"mixed",0.467027868329556,1.06560123379401,0.996280385530632,-0.158840432019164,NA,0.0102271838518868
"double_snorm",78,"simple",0.663396992534985,1.13663230913008,1.09865835012133,-0.0898514440128353,NA,NA
"double_snorm",78,"ideal",0.0109990002169388,0.507627962630243,1.01268415973996,NA,0.601345962344153,NA
"double_snorm",78,"mixed",0.641240067549139,1.11382779840442,1.07096998393722,-0.0757099591603871,NA,-0.160624710769586
"double_snorm",79,"simple",0.905138641282272,1.09920511590236,1.04140753999877,0.300896417990996,NA,NA
"double_snorm",79,"ideal",0.011153064265633,0.507802325408469,1.002156827043,NA,0.600993932242949,NA
"double_snorm",79,"mixed",0.831238098273738,1.0665396377945,0.945905648741921,0.287153185794623,NA,0.266379957028948
"double_snorm",80,"simple",0.954754409818269,1.15648856774269,0.976988964465591,-0.233952800757857,NA,NA
"double_snorm",80,"ideal",0.0108990020262038,0.500207203802726,1.00845464705359,NA,0.60830988962804,NA
"double_snorm",80,"mixed",0.947897649073476,1.15462368538564,0.972378320611852,-0.227257393197663,NA,0.0750593025640695
"double_snorm",81,"simple",0.649437871294298,1.05412491308046,0.929866723334504,-0.0351824484880055,NA,NA
"double_snorm",81,"ideal",0.010889806360099,0.506278026867887,0.982763699921353,NA,0.600830444158399,NA
"double_snorm",81,"mixed",0.647728952995484,1.05025634381407,0.93412000229908,-0.0267193506153469,NA,0.0472029142509249
"double_snorm",82,"simple",0.456702247209379,1.02117308380127,0.984971940252327,0.28893533862684,NA,NA
"double_snorm",82,"ideal",0.011084411253719,0.504175776300832,0.994110626086362,NA,0.60507441622065,NA
"double_snorm",82,"mixed",0.451725131052945,1.01575828048738,0.985216310536817,0.290781028381677,NA,0.0709142934688732
"double_snorm",83,"simple",0.42441856759038,1.09163424763344,1.02193031095034,-0.0773755869340922,NA,NA
"double_snorm",83,"ideal",0.0107764950909754,0.519581666279766,0.985198724871312,NA,0.588395309419859,NA
"double_snorm",83,"mixed",0.416351229959698,1.07264712203686,1.00696416672731,-0.0769153946353666,NA,-0.105451051717385
"double_snorm",84,"simple",0.619832791139525,1.09302420065458,0.921490191957404,-0.249752024742876,NA,NA
"double_snorm",84,"ideal",0.0109365290486347,0.518453116147491,1.00853103393918,NA,0.591936373918745,NA
"double_snorm",84,"mixed",0.619825743097285,1.09308714334162,0.921531901283508,-0.24885898490613,NA,0.00280738628724395
"double_snorm",85,"simple",0.614524616626729,0.991642075906707,0.982541989197157,0.214102057027961,NA,NA
